EXPLAIN
TAG	PWR800_CV
TITLE	LABEL	Test_Gamry_CV	Test &Identifier
DATE	LABEL	10/21/2025	Date
TIME	LABEL	12:54:10	Time
NOTES	NOTES	1	&Notes...
	
PSTAT	PSTAT	REF600	Potentiostat
WORKING	SELECTOR	0	&Working Connection
VINIT	POTEN	0.00000E+000	T	Initial &E (V)
VLIMIT1	POTEN	3.00000E+000	F	Scan Limit &1 (V)
VLIMIT2	POTEN	0.00000E+000	F	Scan Limit &2 (V)
VFINAL	POTEN	0.00000E+000	T	Final &E (V)
SCANRATE	QUANT	4.99999E+000	&Scan Rate (mV/s)
STEPSIZE	QUANT	1.00000E+000	St&ep Size (mV)
CYCLES	IQUANT	1	C&ycles (#)
IMODE	SELECTOR	1	I/E Range &Mode
IRANGE	QUANT	3.00000E+002	&Max Current (mA)
IRCOMP	TOGGLE	F	IR Measure
SEQUENCER	TOGGLE	TRUE	Run as Sequence
DELAY	TWOPARAM	T	1.00000E+001	0.00000E+000	Init. De&lay	Time(s)	Stab.(mV/s)
OCVCURVE	TABLE	39
	Pt	T	Vf	Vm	Ach	Over
	#	s	V vs. Ref.	V	V	bits
	0	0.258333	1.92480E-002	1.92480E-002	-2.00276E-004	...........
	1	0.516667	1.92484E-002	1.92697E-002	-2.05676E-004	...........
	2	0.775	1.92510E-002	1.92919E-002	-2.01643E-004	...........
	3	1.03333	1.92584E-002	1.93127E-002	-2.06776E-004	...........
	4	1.29167	1.92717E-002	1.93322E-002	-2.07743E-004	...........
	5	1.55	1.92897E-002	1.93545E-002	-1.97076E-004	...........
	6	1.80833	1.93100E-002	1.93771E-002	-2.03843E-004	...........
	7	2.06667	1.93313E-002	1.93984E-002	-2.12743E-004	...........
	8	2.325	1.93530E-002	1.94217E-002	-2.04010E-004	...........
	9	2.58333	1.93751E-002	1.94460E-002	-2.09910E-004	...........
	10	2.84167	1.93975E-002	1.94651E-002	-2.03643E-004	...........
	11	3.1	1.94199E-002	1.94824E-002	-2.05376E-004	...........
	12	3.35833	1.94416E-002	1.95010E-002	-2.04376E-004	...........
	13	3.61667	1.94621E-002	1.95251E-002	-2.07510E-004	...........
	14	3.875	1.94819E-002	1.95442E-002	-2.05443E-004	...........
	15	4.13333	1.95019E-002	1.95668E-002	-2.04010E-004	...........
	16	4.39167	1.95224E-002	1.95865E-002	-2.05976E-004	...........
	17	4.65	1.95433E-002	1.96114E-002	-2.02343E-004	...........
	18	4.90833	1.95647E-002	1.96323E-002	-2.04710E-004	...........
	19	5.16667	1.95864E-002	1.96510E-002	-2.14376E-004	...........
	20	5.425	1.96080E-002	1.96680E-002	-2.32776E-004	...........
	21	5.68333	1.96289E-002	1.96916E-002	-2.02743E-004	...........
	22	5.94167	1.96491E-002	1.97124E-002	-2.03010E-004	...........
	23	6.2	1.96691E-002	1.97289E-002	-2.08576E-004	...........
	24	6.45833	1.96891E-002	1.97481E-002	-2.11310E-004	...........
	25	6.71667	1.97088E-002	1.97662E-002	-2.06576E-004	...........
	26	6.975	1.97280E-002	1.97899E-002	-2.01176E-004	...........
	27	7.23333	1.97471E-002	1.98086E-002	-2.03810E-004	...........
	28	7.49167	1.97670E-002	1.98399E-002	-2.03210E-004	...........
	29	7.75	1.97881E-002	1.98560E-002	-2.05476E-004	...........
	30	8.00833	1.98104E-002	1.98754E-002	-2.08810E-004	...........
	31	8.26667	1.98327E-002	1.98979E-002	-2.06243E-004	...........
	32	8.525	1.98542E-002	1.99127E-002	-2.09243E-004	...........
	33	8.78333	1.98747E-002	1.99385E-002	-2.16843E-004	...........
	34	9.04167	1.98946E-002	1.99583E-002	-2.12009E-004	...........
	35	9.3	1.99149E-002	1.99845E-002	-2.01943E-004	...........
	36	9.5583	1.99360E-002	1.99944E-002	-2.05943E-004	...........
	37	9.8167	1.99572E-002	2.00232E-002	-2.09443E-004	...........
	38	10.075	1.99778E-002	2.00334E-002	-2.03476E-004	...........
EOC	QUANT	0.0199778	Open Circuit (V)
PSTATMODEL	IQUANT	4	Pstat Model
PSTATSECTION	LABEL	REF600-07084	Pstat Section
PSTATSERIALNO	LABEL	07084	Pstat Serial Number
CTRLMODE	IQUANT	1	Control Mode
IESTAB	IQUANT	2	I/E Stability
CASPEED	IQUANT	2	Control Amp Speed
CONVENTION	IQUANT	1	Current Convention
ICHRANGE	IQUANT	2	Ich Range
ICHRANGEMODE	TOGGLE	F	Ich Auto Range
ICHOFFSETENABLE	TOGGLE	F	Ich Offset Enable
ICHOFFSET	QUANT	0	Ich Offset (V)
ICHFILTER	IQUANT	3	Ich Filter
VCHRANGE	IQUANT	2	Vch Range
VCHRANGEMODE	TOGGLE	F	Vch Auto Range
VCHOFFSETENABLE	TOGGLE	F	Vch Offset Enable
VCHOFFSET	QUANT	0	Vch Offset (V)
VCHFILTER	IQUANT	3	Vch Filter
ACHRANGE	IQUANT	2	Ach Range
ACHOFFSETENABLE	TOGGLE	F	Ach Offset Enable
ACHOFFSET	QUANT	0	Ach Offset (V)
ACHFILTER	IQUANT	1	Ach Filter
IERANGELOWERLIMIT	IQUANT	1	I/E Range Lower Limit
IERANGEMODE	TOGGLE	F	I/E AutoRange
IERANGE	IQUANT	11	I/E Range
POSFEEDENABLE	TOGGLE	F	Positive Feedback IR Comp
POSFEEDRESISTANCE	QUANT	0	Positive Feedback Resistance (ohm)
ACHSELECT	IQUANT	0	Ach Select
CABLEID	IQUANT	12	Cable ID
DCCALDATE	LABEL	12/4/2020	DC Calibration Date
ACCALDATE	LABEL	12/4/2020	AC Calibration Date
THERMOSELECT	IQUANT	1	Thermo Select
FRAMEWORKVERSION	QUANT	6.32	Framework Version
INSTRUMENTVERSION	LABEL	3.50	Instrument Version
CURVE1	TABLE
	Pt	T	Vf	Im	Vu	Sig	Ach	IERange	Over
	5282	1056.6	6.99200E-001	-1.27108E-001	0.00000E+000	6.98000E-001	-3.03978E-004	11	...........
	5283	1056.8	6.98197E-001	-1.27182E-001	0.00000E+000	6.97000E-001	-3.12037E-004	11	...........
	5284	1057	6.97196E-001	-1.27167E-001	0.00000E+000	6.96000E-001	-3.24096E-004	11	...........
	5285	1057.2	6.96212E-001	-1.27062E-001	0.00000E+000	6.95000E-001	-3.15212E-004	11	...........
	5286	1057.4	6.95202E-001	-1.27156E-001	0.00000E+000	6.94000E-001	-3.05312E-004	11	...........
	5287	1057.6	6.94207E-001	-1.27018E-001	0.00000E+000	6.93000E-001	-3.12304E-004	11	...........
	5288	1057.8	6.93209E-001	-1.27113E-001	0.00000E+000	6.92000E-001	-3.17921E-004	11	...........
	5289	1058	6.92189E-001	-1.26976E-001	0.00000E+000	6.91000E-001	-3.12387E-004	11	...........
	5290	1058.2	6.91200E-001	-1.26900E-001	0.00000E+000	6.90000E-001	-3.03920E-004	11	...........
	5291	1058.4	6.90182E-001	-1.26962E-001	0.00000E+000	6.89000E-001	-3.12596E-004	11	...........
	5292	1058.6	6.89190E-001	-1.26972E-001	0.00000E+000	6.88000E-001	-3.24905E-004	11	...........
	5293	1058.8	6.88198E-001	-1.27013E-001	0.00000E+000	6.87000E-001	-3.14904E-004	11	...........
	5294	1059	6.87198E-001	-1.27002E-001	0.00000E+000	6.86000E-001	-3.03762E-004	11	...........
	5295	1059.2	6.86199E-001	-1.26921E-001	0.00000E+000	6.85000E-001	-3.15421E-004	11	...........
	5296	1059.4	6.85201E-001	-1.27008E-001	0.00000E+000	6.84000E-001	-3.19688E-004	11	...........
	5297	1059.6	6.84180E-001	-1.26854E-001	0.00000E+000	6.83000E-001	-3.14887E-004	11	...........
	5298	1059.8	6.83210E-001	-1.26802E-001	0.00000E+000	6.82000E-001	-3.05945E-004	11	...........
	5299	1060	6.82207E-001	-1.26838E-001	0.00000E+000	6.81000E-001	-3.11562E-004	11	...........
	5300	1060.2	6.81202E-001	-1.26981E-001	0.00000E+000	6.80000E-001	-3.26813E-004	11	...........
	5301	1060.4	6.80228E-001	-1.26919E-001	0.00000E+000	6.79000E-001	-3.22180E-004	11	...........
	5302	1060.6	6.79200E-001	-1.26861E-001	0.00000E+000	6.78000E-001	-3.31280E-004	11	...........
	5303	1060.8	6.78229E-001	-1.26718E-001	0.00000E+000	6.77000E-001	-3.20855E-004	11	...........
	5304	1061	6.77231E-001	-1.26733E-001	0.00000E+000	6.76000E-001	-3.22188E-004	11	...........
	5305	1061.2	6.76231E-001	-1.26638E-001	0.00000E+000	6.75000E-001	-3.20338E-004	11	...........
	5306	1061.4	6.75230E-001	-1.26688E-001	0.00000E+000	6.74000E-001	-3.00645E-004	11	...........
	5307	1061.6	6.74238E-001	-1.26652E-001	0.00000E+000	6.73000E-001	-3.09954E-004	11	...........
	5308	1061.8	6.73241E-001	-1.26626E-001	0.00000E+000	6.72000E-001	-3.19938E-004	11	...........
	5309	1062	6.72248E-001	-1.26555E-001	0.00000E+000	6.71000E-001	-3.18963E-004	11	...........
	5310	1062.2	6.71238E-001	-1.26545E-001	0.00000E+000	6.70000E-001	-3.04712E-004	11	...........
	5311	1062.4	6.70252E-001	-1.26506E-001	0.00000E+000	6.69000E-001	-3.09287E-004	11	...........
	5312	1062.6	6.69249E-001	-1.26577E-001	0.00000E+000	6.68000E-001	-3.15204E-004	11	...........
	5313	1062.8	6.68253E-001	-1.26419E-001	0.00000E+000	6.67000E-001	-3.19063E-004	11	...........
	5314	1063	6.67270E-001	-1.26476E-001	0.00000E+000	6.66000E-001	-3.06687E-004	11	...........
	5315	1063.2	6.66256E-001	-1.26455E-001	0.00000E+000	6.65000E-001	-3.06062E-004	11	...........
	5316	1063.4	6.65233E-001	-1.26398E-001	0.00000E+000	6.64000E-001	-3.19796E-004	11	...........
	5317	1063.6	6.64239E-001	-1.26290E-001	0.00000E+000	6.63000E-001	-3.16696E-004	11	...........
	5318	1063.8	6.63231E-001	-1.26386E-001	0.00000E+000	6.62000E-001	-3.03895E-004	11	...........
	5319	1064	6.62238E-001	-1.26395E-001	0.00000E+000	6.61000E-001	-3.12271E-004	11	...........
	5320	1064.2	6.61241E-001	-1.26418E-001	0.00000E+000	6.60000E-001	-3.19304E-004	11	...........
	5321	1064.4	6.60209E-001	-1.26371E-001	0.00000E+000	6.59000E-001	-3.15396E-004	11	...........
	5322	1064.6	6.59249E-001	-1.26325E-001	0.00000E+000	6.58000E-001	-3.03537E-004	11	...........
	5323	1064.8	6.58239E-001	-1.26326E-001	0.00000E+000	6.57000E-001	-3.11679E-004	11	...........
	5324	1065	6.57239E-001	-1.26346E-001	0.00000E+000	6.56000E-001	-3.25296E-004	11	...........
	5325	1065.2	6.56257E-001	-1.26298E-001	0.00000E+000	6.55000E-001	-3.17938E-004	11	...........
	5326	1065.4	6.55244E-001	-1.26340E-001	0.00000E+000	6.54000E-001	-3.13121E-004	11	...........
	5327	1065.6	6.54252E-001	-1.26284E-001	0.00000E+000	6.53000E-001	-3.31705E-004	11	...........
	5328	1065.8	6.53246E-001	-1.26301E-001	0.00000E+000	6.52000E-001	-3.26230E-004	11	...........
	5329	1066	6.52264E-001	-1.26184E-001	0.00000E+000	6.51000E-001	-3.27163E-004	11	...........
	5330	1066.2	6.51268E-001	-1.26163E-001	0.00000E+000	6.50000E-001	-3.06178E-004	11	...........
	5331	1066.4	6.50274E-001	-1.26197E-001	0.00000E+000	6.49000E-001	-3.09045E-004	11	...........
	5332	1066.6	6.49274E-001	-1.26235E-001	0.00000E+000	6.48000E-001	-3.19396E-004	11	...........
	5333	1066.8	6.48271E-001	-1.26168E-001	0.00000E+000	6.47000E-001	-3.18663E-004	11	...........
	5334	1067	6.47274E-001	-1.26098E-001	0.00000E+000	6.46000E-001	-3.03087E-004	11	...........
	5335	1067.2	6.46277E-001	-1.26070E-001	0.00000E+000	6.45000E-001	-3.07412E-004	11	...........
	5336	1067.4	6.45277E-001	-1.26127E-001	0.00000E+000	6.44000E-001	-3.15554E-004	11	...........
	5337	1067.6	6.44266E-001	-1.26135E-001	0.00000E+000	6.43000E-001	-3.17021E-004	11	...........
	5338	1067.8	6.43280E-001	-1.26047E-001	0.00000E+000	6.42000E-001	-3.03062E-004	11	...........
	5339	1068	6.42284E-001	-1.26016E-001	0.00000E+000	6.41000E-001	-3.06295E-004	11	...........
	5340	1068.2	6.41282E-001	-1.26095E-001	0.00000E+000	6.40000E-001	-3.17704E-004	11	...........
	5341	1068.4	6.40281E-001	-1.25977E-001	0.00000E+000	6.39000E-001	-3.18004E-004	11	...........
	5342	1068.6	6.39263E-001	-1.25953E-001	0.00000E+000	6.38000E-001	-3.04420E-004	11	...........
	5343	1068.8	6.38273E-001	-1.25934E-001	0.00000E+000	6.37000E-001	-3.06279E-004	11	...........
	5344	1069	6.37271E-001	-1.26070E-001	0.00000E+000	6.36000E-001	-3.20654E-004	11	...........
	5345	1069.2	6.36251E-001	-1.25981E-001	0.00000E+000	6.35000E-001	-3.18296E-004	11	...........
	5346	1069.4	6.35281E-001	-1.25937E-001	0.00000E+000	6.34000E-001	-3.07362E-004	11	...........
	5347	1069.6	6.34274E-001	-1.25888E-001	0.00000E+000	6.33000E-001	-3.05953E-004	11	...........
	5348	1069.8	6.33278E-001	-1.25919E-001	0.00000E+000	6.32000E-001	-3.18721E-004	11	...........
	5349	1070	6.32288E-001	-1.25880E-001	0.00000E+000	6.31000E-001	-3.19338E-004	11	...........
	5350	1070.2	6.31275E-001	-1.25932E-001	0.00000E+000	6.30000E-001	-3.05303E-004	11	...........
	5351	1070.4	6.30292E-001	-1.25883E-001	0.00000E+000	6.29000E-001	-3.05987E-004	11	...........
	5352	1070.6	6.29286E-001	-1.25959E-001	0.00000E+000	6.28000E-001	-3.17513E-004	11	...........
	5353	1070.8	6.28267E-001	-1.25899E-001	0.00000E+000	6.27000E-001	-3.26847E-004	11	...........
	5354	1071	6.27290E-001	-1.25787E-001	0.00000E+000	6.26000E-001	-3.19963E-004	11	...........
	5355	1071.2	6.26307E-001	-1.25744E-001	0.00000E+000	6.25000E-001	-3.15571E-004	11	...........
	5356	1071.4	6.25303E-001	-1.25771E-001	0.00000E+000	6.24000E-001	-3.24480E-004	11	...........
	5357	1071.6	6.24301E-001	-1.25761E-001	0.00000E+000	6.23000E-001	-3.19263E-004	11	...........
	5358	1071.8	6.23307E-001	-1.25751E-001	0.00000E+000	6.22000E-001	-3.06745E-004	11	...........
	5359	1072	6.22308E-001	-1.25687E-001	0.00000E+000	6.21000E-001	-3.06295E-004	11	...........
	5360	1072.2	6.21308E-001	-1.25766E-001	0.00000E+000	6.20000E-001	-3.11912E-004	11	...........
	5361	1072.4	6.20308E-001	-1.25682E-001	0.00000E+000	6.19000E-001	-3.23838E-004	11	...........
	5362	1072.6	6.19321E-001	-1.25661E-001	0.00000E+000	6.18000E-001	-3.04737E-004	11	...........
	5363	1072.8	6.18317E-001	-1.25703E-001	0.00000E+000	6.17000E-001	-3.04278E-004	11	...........
	5364	1073	6.17319E-001	-1.25649E-001	0.00000E+000	6.16000E-001	-3.15221E-004	11	...........
	5365	1073.2	6.16325E-001	-1.25538E-001	0.00000E+000	6.15000E-001	-3.17938E-004	11	...........
	5366	1073.4	6.15308E-001	-1.25568E-001	0.00000E+000	6.14000E-001	-3.03253E-004	11	...........
	5367	1073.6	6.14312E-001	-1.25496E-001	0.00000E+000	6.13000E-001	-3.04928E-004	11	...........
	5368	1073.8	6.13305E-001	-1.25568E-001	0.00000E+000	6.12000E-001	-3.17171E-004	11	...........
	5369	1074	6.12293E-001	-1.25503E-001	0.00000E+000	6.11000E-001	-3.21430E-004	11	...........
	5370	1074.2	6.11314E-001	-1.25512E-001	0.00000E+000	6.10000E-001	-3.06829E-004	11	...........
	5371	1074.4	6.10315E-001	-1.25541E-001	0.00000E+000	6.09000E-001	-3.06945E-004	11	...........
	5372	1074.6	6.09320E-001	-1.25557E-001	0.00000E+000	6.08000E-001	-3.19563E-004	11	...........
	5373	1074.8	6.08337E-001	-1.25334E-001	0.00000E+000	6.07000E-001	-3.19913E-004	11	...........
	5374	1075	6.07311E-001	-1.25398E-001	0.00000E+000	6.06000E-001	-3.10712E-004	11	...........
	5375	1075.2	6.06325E-001	-1.25433E-001	0.00000E+000	6.05000E-001	-3.15496E-004	11	...........
	5376	1075.4	6.05314E-001	-1.25517E-001	0.00000E+000	6.04000E-001	-3.20280E-004	11	...........
	5377	1075.6	6.04307E-001	-1.25473E-001	0.00000E+000	6.03000E-001	-3.34897E-004	11	...........
	5378	1075.8	6.03331E-001	-1.25442E-001	0.00000E+000	6.02000E-001	-3.29388E-004	11	...........
	5379	1076	6.02326E-001	-1.25344E-001	0.00000E+000	6.01000E-001	-3.29147E-004	11	...........
	5380	1076.2	6.01352E-001	-1.25322E-001	0.00000E+000	6.00000E-001	-3.24196E-004	11	...........
	5381	1076.4	6.00349E-001	-1.25393E-001	0.00000E+000	5.99000E-001	-3.22055E-004	11	...........
	5382	1076.6	5.99343E-001	-1.25432E-001	0.00000E+000	5.98000E-001	-3.11904E-004	11	...........
	5383	1076.8	5.98344E-001	-1.25375E-001	0.00000E+000	5.97000E-001	-3.03853E-004	11	...........
	5384	1077	5.97348E-001	-1.25396E-001	0.00000E+000	5.96000E-001	-3.12396E-004	11	...........
	5385	1077.2	5.96352E-001	-1.25329E-001	0.00000E+000	5.95000E-001	-3.22796E-004	11	...........
	5386	1077.4	5.95354E-001	-1.25283E-001	0.00000E+000	5.94000E-001	-3.07587E-004	11	...........
	5387	1077.6	5.94349E-001	-1.25279E-001	0.00000E+000	5.93000E-001	-3.02662E-004	11	...........
	5388	1077.8	5.93356E-001	-1.25294E-001	0.00000E+000	5.92000E-001	-3.12229E-004	11	...........
	5389	1078	5.92363E-001	-1.25180E-001	0.00000E+000	5.91000E-001	-3.19104E-004	11	...........
	5390	1078.2	5.91350E-001	-1.25191E-001	0.00000E+000	5.90000E-001	-3.07720E-004	11	...........
	5391	1078.4	5.90370E-001	-1.25181E-001	0.00000E+000	5.89000E-001	-3.04270E-004	11	...........
	5392	1078.6	5.89358E-001	-1.25295E-001	0.00000E+000	5.88000E-001	-3.13337E-004	11	...........
	5393	1078.8	5.88341E-001	-1.25104E-001	0.00000E+000	5.87000E-001	-3.22646E-004	11	...........
	5394	1079	5.87350E-001	-1.25119E-001	0.00000E+000	5.86000E-001	-3.10587E-004	11	...........
	5395	1079.2	5.86345E-001	-1.25162E-001	0.00000E+000	5.85000E-001	-3.03503E-004	11	...........
	5396	1079.4	5.85351E-001	-1.25185E-001	0.00000E+000	5.84000E-001	-3.15563E-004	11	...........
	5397	1079.6	5.84363E-001	-1.25087E-001	0.00000E+000	5.83000E-001	-3.21155E-004	11	...........
	5398	1079.8	5.83332E-001	-1.25205E-001	0.00000E+000	5.82000E-001	-3.07412E-004	11	...........
	5399	1080	5.82365E-001	-1.25009E-001	0.00000E+000	5.81000E-001	-3.05278E-004	11	...........
	5400	1080.2	5.81353E-001	-1.25103E-001	0.00000E+000	5.80000E-001	-3.16263E-004	11	...........
	5401	1080.4	5.80350E-001	-1.25068E-001	0.00000E+000	5.79000E-001	-3.26438E-004	11	...........
	5402	1080.6	5.79372E-001	-1.25027E-001	0.00000E+000	5.78000E-001	-3.12429E-004	11	...........
	5403	1080.8	5.78363E-001	-1.25044E-001	0.00000E+000	5.77000E-001	-3.11271E-004	11	...........
	5404	1081	5.77368E-001	-1.25058E-001	0.00000E+000	5.76000E-001	-3.34305E-004	11	...........
	5405	1081.2	5.76365E-001	-1.24969E-001	0.00000E+000	5.75000E-001	-3.28380E-004	11	...........
	5406	1081.4	5.75383E-001	-1.24943E-001	0.00000E+000	5.74000E-001	-3.22680E-004	11	...........
	5407	1081.6	5.74394E-001	-1.24942E-001	0.00000E+000	5.73000E-001	-3.09545E-004	11	...........
	5408	1081.8	5.73401E-001	-1.24914E-001	0.00000E+000	5.72000E-001	-3.13754E-004	11	...........
	5409	1082	5.72387E-001	-1.24955E-001	0.00000E+000	5.71000E-001	-3.25680E-004	11	...........
	5410	1082.2	5.71388E-001	-1.24921E-001	0.00000E+000	5.70000E-001	-3.12437E-004	11	...........
	5411	1082.4	5.70390E-001	-1.24932E-001	0.00000E+000	5.69000E-001	-3.03178E-004	11	...........
	5412	1082.6	5.69400E-001	-1.24894E-001	0.00000E+000	5.68000E-001	-3.13329E-004	11	...........
	5413	1082.8	5.68401E-001	-1.24784E-001	0.00000E+000	5.67000E-001	-3.18213E-004	11	...........
	5414	1083	5.67380E-001	-1.24838E-001	0.00000E+000	5.66000E-001	-3.15112E-004	11	...........
	5415	1083.2	5.66406E-001	-1.24762E-001	0.00000E+000	5.65000E-001	-3.03837E-004	11	...........
	5416	1083.4	5.65406E-001	-1.24800E-001	0.00000E+000	5.64000E-001	-3.12554E-004	11	...........
	5417	1083.6	5.64399E-001	-1.24784E-001	0.00000E+000	5.63000E-001	-3.22638E-004	11	...........
	5418	1083.8	5.63392E-001	-1.24712E-001	0.00000E+000	5.62000E-001	-3.12221E-004	11	...........
	5419	1084	5.62376E-001	-1.24731E-001	0.00000E+000	5.61000E-001	-3.04762E-004	11	...........
	5420	1084.2	5.61386E-001	-1.24800E-001	0.00000E+000	5.60000E-001	-3.17346E-004	11	...........
	5421	1084.4	5.60389E-001	-1.24765E-001	0.00000E+000	5.59000E-001	-3.20538E-004	11	...........
	5422	1084.6	5.59370E-001	-1.24796E-001	0.00000E+000	5.58000E-001	-3.13996E-004	11	...........
	5423	1084.8	5.58402E-001	-1.24751E-001	0.00000E+000	5.57000E-001	-3.03920E-004	11	...........
	5424	1085	5.57386E-001	-1.24851E-001	0.00000E+000	5.56000E-001	-3.12054E-004	11	...........
	5425	1085.2	5.56391E-001	-1.24709E-001	0.00000E+000	5.55000E-001	-3.28005E-004	11	...........
	5426	1085.4	5.55406E-001	-1.24768E-001	0.00000E+000	5.54000E-001	-3.15488E-004	11	...........
	5427	1085.6	5.54398E-001	-1.24787E-001	0.00000E+000	5.53000E-001	-3.07412E-004	11	...........
	5428	1085.8	5.53401E-001	-1.24870E-001	0.00000E+000	5.52000E-001	-3.16121E-004	11	...........
	5429	1086	5.52400E-001	-1.24790E-001	0.00000E+000	5.51000E-001	-3.26997E-004	11	...........
	5430	1086.2	5.51374E-001	-1.24808E-001	0.00000E+000	5.50000E-001	-3.38956E-004	11	...........
	5431	1086.4	5.50415E-001	-1.24632E-001	0.00000E+000	5.49000E-001	-3.12796E-004	11	...........
	5432	1086.6	5.49418E-001	-1.24640E-001	0.00000E+000	5.48000E-001	-3.15996E-004	11	...........
	5433	1086.8	5.48423E-001	-1.24612E-001	0.00000E+000	5.47000E-001	-3.24346E-004	11	...........
	5434	1087	5.47422E-001	-1.24674E-001	0.00000E+000	5.46000E-001	-3.12729E-004	11	...........
	5435	1087.2	5.46423E-001	-1.24647E-001	0.00000E+000	5.45000E-001	-3.04062E-004	11	...........
	5436	1087.4	5.45429E-001	-1.24651E-001	0.00000E+000	5.44000E-001	-3.11612E-004	11	...........
	5437	1087.6	5.44428E-001	-1.24576E-001	0.00000E+000	5.43000E-001	-3.18963E-004	11	...........
	5438	1087.8	5.43418E-001	-1.24616E-001	0.00000E+000	5.42000E-001	-3.14171E-004	11	...........
	5439	1088	5.42435E-001	-1.24519E-001	0.00000E+000	5.41000E-001	-3.01545E-004	11	...........
	5440	1088.2	5.41428E-001	-1.24556E-001	0.00000E+000	5.40000E-001	-3.07995E-004	11	...........
	5441	1088.4	5.40437E-001	-1.24342E-001	0.00000E+000	5.39000E-001	-3.19004E-004	11	...........
	5442	1088.6	5.39453E-001	-1.24402E-001	0.00000E+000	5.38000E-001	-3.16054E-004	11	...........
	5443	1088.8	5.38431E-001	-1.24426E-001	0.00000E+000	5.37000E-001	-3.02012E-004	11	...........
	5444	1089	5.37418E-001	-1.24440E-001	0.00000E+000	5.36000E-001	-3.09412E-004	11	...........
	5445	1089.2	5.36423E-001	-1.24356E-001	0.00000E+000	5.35000E-001	-3.17771E-004	11	...........
	5446	1089.4	5.35400E-001	-1.24427E-001	0.00000E+000	5.34000E-001	-3.11637E-004	11	...........
	5447	1089.6	5.34433E-001	-1.24444E-001	0.00000E+000	5.33000E-001	-3.02553E-004	11	...........
	5448	1089.8	5.33426E-001	-1.24488E-001	0.00000E+000	5.32000E-001	-3.11879E-004	11	...........
	5449	1090	5.32431E-001	-1.24475E-001	0.00000E+000	5.31000E-001	-3.21421E-004	11	...........
	5450	1090.2	5.31441E-001	-1.24425E-001	0.00000E+000	5.30000E-001	-3.16804E-004	11	...........
	5451	1090.4	5.30439E-001	-1.24370E-001	0.00000E+000	5.29000E-001	-3.03745E-004	11	...........
	5452	1090.6	5.29448E-001	-1.24377E-001	0.00000E+000	5.28000E-001	-3.09570E-004	11	...........
	5453	1090.8	5.28452E-001	-1.24441E-001	0.00000E+000	5.27000E-001	-3.16971E-004	11	...........
	5454	1091	5.27421E-001	-1.24440E-001	0.00000E+000	5.26000E-001	-3.19288E-004	11	...........
	5455	1091.2	5.26459E-001	-1.24407E-001	0.00000E+000	5.25000E-001	-3.09054E-004	11	...........
	5456	1091.4	5.25445E-001	-1.24465E-001	0.00000E+000	5.24000E-001	-3.28597E-004	11	...........
	5457	1091.6	5.24461E-001	-1.24304E-001	0.00000E+000	5.23000E-001	-3.30997E-004	11	...........
	5458	1091.8	5.23467E-001	-1.24307E-001	0.00000E+000	5.22000E-001	-3.18604E-004	11	...........
	5459	1092	5.22466E-001	-1.24297E-001	0.00000E+000	5.21000E-001	-3.04528E-004	11	...........
	5460	1092.2	5.21467E-001	-1.24402E-001	0.00000E+000	5.20000E-001	-3.07029E-004	11	...........
	5461	1092.4	5.20473E-001	-1.24293E-001	0.00000E+000	5.19000E-001	-3.13971E-004	11	...........
	5462	1092.6	5.19456E-001	-1.24338E-001	0.00000E+000	5.18000E-001	-3.17629E-004	11	...........
	5463	1092.8	5.18464E-001	-1.24238E-001	0.00000E+000	5.17000E-001	-3.04128E-004	11	...........
	5464	1093	5.17464E-001	-1.24330E-001	0.00000E+000	5.16000E-001	-3.08412E-004	11	...........
	5465	1093.2	5.16469E-001	-1.24280E-001	0.00000E+000	5.15000E-001	-3.18946E-004	11	...........
	5466	1093.4	5.15479E-001	-1.24222E-001	0.00000E+000	5.14000E-001	-3.20129E-004	11	...........
	5467	1093.6	5.14476E-001	-1.24207E-001	0.00000E+000	5.13000E-001	-3.04128E-004	11	...........
	5468	1093.8	5.13491E-001	-1.24126E-001	0.00000E+000	5.12000E-001	-3.07395E-004	11	...........
	5469	1094	5.12486E-001	-1.24102E-001	0.00000E+000	5.11000E-001	-3.15179E-004	11	...........
	5470	1094.2	5.11447E-001	-1.24097E-001	0.00000E+000	5.10000E-001	-3.18321E-004	11	...........
	5471	1094.4	5.10470E-001	-1.24121E-001	0.00000E+000	5.09000E-001	-3.03903E-004	11	...........
	5472	1094.6	5.09462E-001	-1.24258E-001	0.00000E+000	5.08000E-001	-3.09104E-004	11	...........
	5473	1094.8	5.08466E-001	-1.24243E-001	0.00000E+000	5.07000E-001	-3.22105E-004	11	...........
	5474	1095	5.07475E-001	-1.24187E-001	0.00000E+000	5.06000E-001	-3.21563E-004	11	...........
	5475	1095.2	5.06468E-001	-1.24183E-001	0.00000E+000	5.05000E-001	-3.04162E-004	11	...........
	5476	1095.4	5.05482E-001	-1.24137E-001	0.00000E+000	5.04000E-001	-3.09587E-004	11	...........
	5477	1095.6	5.04482E-001	-1.24116E-001	0.00000E+000	5.03000E-001	-3.16146E-004	11	...........
	5478	1095.8	5.03456E-001	-1.24135E-001	0.00000E+000	5.02000E-001	-3.23180E-004	11	...........
	5479	1096	5.02489E-001	-1.24112E-001	0.00000E+000	5.01000E-001	-3.08395E-004	11	...........
	5480	1096.2	5.01472E-001	-1.24180E-001	0.00000E+000	5.00000E-001	-3.17688E-004	11	...........
